Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
3712,17,7,1,E-Commerce,Bangalore,1249180,1853230,Yes,High,5000000
3713,6,5,7,E-Commerce,Delhi,1745358,391574,No,Low,500000
3714,16,15,10,AgriTech,Pune,1212508,1411665,Yes,High,5000000
3715,15,14,1,FinTech,Delhi,563639,788805,Yes,High,5000000
3716,8,13,7,EdTech,Delhi,443047,1709744,Yes,High,5000000
3717,19,8,6,CleanTech,Pune,86617,1260103,Yes,High,5000000
3718,4,1,4,HealthTech,Delhi,814924,1863536,Yes,High,5000000
3719,9,13,10,AI,Chennai,628888,2000572,Yes,High,5000000
3720,14,10,4,E-Commerce,Hyderabad,1815522,339919,No,Low,500000
3721,8,10,5,HealthTech,Delhi,1680522,2248232,Yes,High,5000000
3722,17,4,4,FinTech,Mumbai,676271,1212354,Yes,High,5000000
3723,6,4,2,AgriTech,Mumbai,1589388,307776,No,Low,500000
3724,9,5,4,FinTech,Hyderabad,1058590,181952,No,Low,500000
3725,2,12,10,HealthTech,Chennai,644049,1016086,Yes,High,5000000
3726,3,2,2,CleanTech,Kolkata,1781237,2389384,Yes,High,5000000
3727,20,8,3,FinTech,Pune,822718,551842,No,Low,500000
3728,6,11,9,EdTech,Hyderabad,1741805,484091,No,Low,500000
3729,9,14,1,AI,Chennai,442746,214859,No,Low,500000
3730,19,6,6,CleanTech,Bangalore,1171064,1555030,Yes,High,5000000
3731,7,13,8,AgriTech,Chennai,1098581,1215358,Yes,High,5000000
3732,13,10,2,FinTech,Bangalore,1084024,1269165,Yes,High,5000000
3733,11,13,5,FinTech,Chennai,237749,1476639,Yes,High,5000000
3734,16,8,7,AgriTech,Bangalore,1062881,1159831,Yes,High,5000000
3735,5,0,2,CleanTech,Hyderabad,1393295,2033380,Yes,High,5000000
3736,20,13,7,FinTech,Pune,1710818,251399,No,Low,500000
3737,20,15,4,HealthTech,Hyderabad,868559,966341,Yes,High,5000000
3738,6,9,1,CleanTech,Chennai,434005,1551193,Yes,High,5000000
3739,2,1,6,AgriTech,Mumbai,216481,1868391,Yes,High,5000000
3740,10,13,6,EdTech,Delhi,98667,1514422,Yes,High,5000000
3741,3,12,5,AI,Delhi,60301,2079222,Yes,High,5000000
3742,2,12,8,EdTech,Chennai,1817203,1982219,Yes,High,5000000
3743,4,4,8,E-Commerce,Hyderabad,968532,1714241,Yes,High,5000000
3744,17,12,8,FinTech,Delhi,1280798,309547,No,Low,500000
3745,3,10,4,AI,Mumbai,102943,1402619,Yes,High,5000000
3746,12,10,3,AgriTech,Chennai,1372952,1097510,No,Low,500000
3747,5,2,7,AI,Pune,1152549,843961,No,Low,500000
3748,7,11,9,E-Commerce,Bangalore,788819,1178158,Yes,High,5000000
3749,14,4,3,AI,Bangalore,958159,2135504,Yes,High,5000000
3750,5,3,10,HealthTech,Bangalore,809438,1265457,Yes,High,5000000
3751,20,8,10,E-Commerce,Chennai,299422,288097,No,Low,500000
3752,7,11,8,AgriTech,Mumbai,1197172,799686,No,Low,500000
3753,19,14,9,AI,Bangalore,1285767,647993,No,Low,500000
3754,12,2,7,HealthTech,Pune,734920,2043653,Yes,High,5000000
3755,6,12,9,EdTech,Mumbai,1275163,951640,No,Low,500000
3756,3,12,8,FinTech,Mumbai,1477526,778383,No,Low,500000
3757,3,13,4,EdTech,Kolkata,1794639,815451,No,Low,500000
3758,19,4,10,AI,Hyderabad,62071,1041489,Yes,High,5000000
3759,4,9,3,CleanTech,Delhi,1188731,722666,No,Low,500000
3760,11,15,7,AgriTech,Mumbai,1170006,327043,No,Low,500000
3761,9,4,2,FinTech,Kolkata,290443,955408,Yes,High,5000000
3762,11,11,9,FinTech,Chennai,1730753,1910938,Yes,High,5000000
3763,3,5,4,AgriTech,Pune,1162503,1767797,Yes,High,5000000
3764,11,12,4,FinTech,Hyderabad,615177,725635,Yes,High,5000000
3765,18,0,7,FinTech,Chennai,1983612,1187152,No,Low,500000
3766,2,9,9,FinTech,Delhi,1656850,659406,No,Low,500000
3767,20,1,4,CleanTech,Pune,1345602,1031779,No,Low,500000
3768,8,12,10,E-Commerce,Bangalore,1251625,440856,No,Low,500000
3769,8,5,4,CleanTech,Hyderabad,1735283,1579047,No,Low,500000
3770,13,3,5,HealthTech,Bangalore,1423545,1201334,No,Low,500000
3771,8,6,1,AI,Bangalore,733976,2233450,Yes,High,5000000
3772,19,10,7,CleanTech,Bangalore,1942156,1190926,No,Low,500000
3773,18,14,3,CleanTech,Kolkata,1224132,2384178,Yes,High,5000000
3774,5,15,2,CleanTech,Bangalore,620260,2109010,Yes,High,5000000
3775,5,7,1,EdTech,Hyderabad,1330230,806849,No,Low,500000
3776,18,3,4,EdTech,Delhi,257286,2302694,Yes,High,5000000
3777,20,8,1,AI,Pune,223264,2459910,Yes,High,5000000
3778,11,0,10,CleanTech,Kolkata,1197055,699644,No,Low,500000
3779,8,4,10,CleanTech,Chennai,1874005,542656,No,Low,500000
3780,13,2,2,E-Commerce,Hyderabad,1085015,809173,No,Low,500000
3781,9,15,7,HealthTech,Chennai,1442717,100804,No,Low,500000
3782,15,0,8,EdTech,Delhi,1198086,1705247,Yes,High,5000000
3783,17,12,7,AI,Pune,114912,970246,Yes,High,5000000
3784,10,13,6,AgriTech,Chennai,1114259,70663,No,Low,500000
3785,6,10,4,AgriTech,Hyderabad,1651107,515140,No,Low,500000
3786,11,9,8,AI,Mumbai,1020301,877814,No,Low,500000
3787,11,1,3,CleanTech,Kolkata,348265,41172,No,Low,500000
3788,19,11,3,EdTech,Hyderabad,59573,1725754,Yes,High,5000000
3789,12,13,10,AgriTech,Delhi,601796,1504085,Yes,High,5000000
3790,10,15,8,CleanTech,Bangalore,535455,2066464,Yes,High,5000000
3791,18,4,1,CleanTech,Pune,1554389,705327,No,Low,500000
3792,3,9,9,E-Commerce,Hyderabad,1865996,1112171,No,Low,500000
3793,19,7,5,E-Commerce,Bangalore,124880,1031801,Yes,High,5000000
3794,15,11,1,EdTech,Chennai,459152,807081,Yes,High,5000000
3795,2,4,8,HealthTech,Chennai,344673,1574703,Yes,High,5000000
3796,4,1,10,EdTech,Chennai,974810,2242512,Yes,High,5000000
3797,12,10,9,FinTech,Chennai,1821184,766884,No,Low,500000
3798,9,5,4,AgriTech,Hyderabad,426509,618991,Yes,High,5000000
3799,16,9,3,HealthTech,Bangalore,979245,771457,No,Low,500000
3800,16,14,6,CleanTech,Hyderabad,888746,466568,No,Low,500000
3801,3,0,4,HealthTech,Chennai,1837055,1188266,No,Low,500000
3802,7,5,3,CleanTech,Kolkata,653096,1956321,Yes,High,5000000
3803,9,13,5,E-Commerce,Mumbai,1438381,1117269,No,Low,500000
3804,9,10,6,E-Commerce,Delhi,865001,2466803,Yes,High,5000000
3805,14,15,7,AI,Kolkata,623746,1892184,Yes,High,5000000
3806,2,0,9,HealthTech,Bangalore,1886632,488831,No,Low,500000
3807,18,6,4,AI,Bangalore,937563,137784,No,Low,500000
3808,10,2,4,FinTech,Bangalore,1772710,1294757,No,Low,500000
3809,7,4,5,AI,Chennai,934934,276699,No,Low,500000
3810,18,2,5,AI,Bangalore,168536,978978,Yes,High,5000000
3811,16,7,8,AgriTech,Hyderabad,1081337,1559853,Yes,High,5000000
3812,17,12,9,FinTech,Pune,1897717,620758,No,Low,500000
3813,13,13,2,AI,Chennai,793808,518409,No,Low,500000
3814,18,12,4,EdTech,Mumbai,546853,54275,No,Low,500000
3815,16,14,9,CleanTech,Bangalore,712842,496665,No,Low,500000
3816,18,12,10,HealthTech,Chennai,69653,431362,Yes,High,5000000
3817,6,13,8,HealthTech,Chennai,330073,600895,Yes,High,5000000
3818,5,5,4,HealthTech,Pune,175227,878833,Yes,High,5000000
3819,20,2,8,E-Commerce,Delhi,855068,369589,No,Low,500000
3820,16,14,5,FinTech,Delhi,139317,1944098,Yes,High,5000000
3821,5,7,6,AgriTech,Pune,101760,604901,Yes,High,5000000
3822,2,4,3,EdTech,Kolkata,1137999,521599,No,Low,500000
3823,6,6,10,AI,Delhi,848580,2483196,Yes,High,5000000
3824,9,11,1,FinTech,Delhi,1706189,1029879,No,Low,500000
3825,2,12,8,AgriTech,Mumbai,1276881,1354455,Yes,High,5000000
3826,14,2,7,E-Commerce,Chennai,1699993,2344477,Yes,High,5000000
3827,11,9,9,CleanTech,Delhi,926153,712930,No,Low,500000
3828,15,6,4,E-Commerce,Delhi,1565370,1760342,Yes,High,5000000
3829,19,1,7,HealthTech,Kolkata,1345258,914644,No,Low,500000
3830,8,15,3,E-Commerce,Bangalore,338866,1930753,Yes,High,5000000
3831,6,2,5,AI,Kolkata,834130,1676027,Yes,High,5000000
3832,10,2,1,EdTech,Delhi,376892,872586,Yes,High,5000000
3833,8,9,10,FinTech,Delhi,1878572,1217910,No,Low,500000
3834,6,5,5,AgriTech,Kolkata,67861,1161308,Yes,High,5000000
3835,20,9,2,AI,Mumbai,915521,365158,No,Low,500000
3836,9,6,6,E-Commerce,Bangalore,315953,645613,Yes,High,5000000
3837,12,2,3,HealthTech,Delhi,745792,776523,Yes,High,5000000
3838,7,4,3,AgriTech,Chennai,1005374,2364168,Yes,High,5000000
3839,7,1,6,FinTech,Hyderabad,1380235,504130,No,Low,500000
3840,20,4,9,HealthTech,Chennai,1801365,1419553,No,Low,500000
3841,9,0,2,CleanTech,Hyderabad,235178,1461895,Yes,High,5000000
3842,4,7,7,E-Commerce,Kolkata,1636626,844390,No,Low,500000
3843,2,5,4,AI,Mumbai,1000751,2463569,Yes,High,5000000
3844,12,5,10,AgriTech,Kolkata,894851,401284,No,Low,500000
3845,13,5,5,FinTech,Pune,1455784,1725632,Yes,High,5000000
3846,17,3,2,EdTech,Kolkata,857673,26870,No,Low,500000
3847,6,7,1,AI,Kolkata,1461375,181134,No,Low,500000
3848,17,4,6,AI,Chennai,481138,1402294,Yes,High,5000000
3849,7,13,10,E-Commerce,Chennai,1666217,1325214,No,Low,500000
3850,16,2,8,HealthTech,Chennai,104585,1630635,Yes,High,5000000
3851,8,2,5,FinTech,Kolkata,197152,384220,Yes,High,5000000
3852,18,1,9,FinTech,Pune,924557,1472040,Yes,High,5000000
3853,13,10,1,CleanTech,Delhi,1299550,1196761,No,Low,500000
3854,11,15,2,EdTech,Mumbai,817416,1528781,Yes,High,5000000
3855,10,7,10,EdTech,Delhi,1774677,1866557,Yes,High,5000000
3856,20,0,8,EdTech,Chennai,1583964,693810,No,Low,500000
3857,10,9,1,AgriTech,Chennai,1540532,2279395,Yes,High,5000000
3858,18,2,3,HealthTech,Kolkata,858225,2018159,Yes,High,5000000
3859,9,13,6,CleanTech,Kolkata,1224099,987389,No,Low,500000
3860,15,13,3,E-Commerce,Hyderabad,1034666,2092397,Yes,High,5000000
3861,2,5,1,CleanTech,Hyderabad,267425,587701,Yes,High,5000000
3862,15,13,4,CleanTech,Chennai,1277101,2195843,Yes,High,5000000
3863,11,11,1,HealthTech,Bangalore,1994891,360100,No,Low,500000
3864,8,12,6,HealthTech,Delhi,1626463,1038178,No,Low,500000
3865,16,7,3,AI,Kolkata,959212,1608669,Yes,High,5000000
3866,15,14,9,FinTech,Delhi,1150855,1982431,Yes,High,5000000
3867,20,4,5,E-Commerce,Bangalore,610768,146629,No,Low,500000
3868,9,7,10,EdTech,Delhi,529186,2080644,Yes,High,5000000
3869,8,7,5,E-Commerce,Chennai,214792,578557,Yes,High,5000000
3870,12,14,6,AI,Delhi,1481566,430693,No,Low,500000
3871,17,13,10,CleanTech,Mumbai,1836424,896091,No,Low,500000
3872,13,4,9,EdTech,Delhi,1539057,1012673,No,Low,500000
3873,20,4,5,AgriTech,Chennai,138570,1564215,Yes,High,5000000
3874,13,11,10,CleanTech,Pune,1827550,1967370,Yes,High,5000000
3875,18,3,1,CleanTech,Chennai,1679488,1080741,No,Low,500000
3876,14,3,2,CleanTech,Bangalore,849179,1923039,Yes,High,5000000
3877,7,13,9,CleanTech,Chennai,107790,515213,Yes,High,5000000
3878,11,9,7,E-Commerce,Mumbai,713583,607955,No,Low,500000
3879,7,0,2,HealthTech,Delhi,1919129,1412396,No,Low,500000
3880,7,2,7,EdTech,Chennai,769539,1781850,Yes,High,5000000
3881,14,1,9,E-Commerce,Pune,942163,1982730,Yes,High,5000000
3882,8,9,2,AI,Mumbai,949255,2195335,Yes,High,5000000
3883,16,10,8,EdTech,Bangalore,121746,1782807,Yes,High,5000000
3884,8,13,8,E-Commerce,Bangalore,150927,380560,Yes,High,5000000
3885,14,4,5,FinTech,Chennai,107745,1335055,Yes,High,5000000
3886,4,5,1,AgriTech,Hyderabad,1812748,2073698,Yes,High,5000000
3887,5,9,8,FinTech,Mumbai,1742042,401545,No,Low,500000
3888,11,8,1,HealthTech,Hyderabad,998762,390267,No,Low,500000
3889,11,5,7,CleanTech,Delhi,635525,2139586,Yes,High,5000000
3890,7,12,9,E-Commerce,Mumbai,895637,2197451,Yes,High,5000000
3891,2,7,7,FinTech,Delhi,605903,1165701,Yes,High,5000000
3892,5,5,2,E-Commerce,Delhi,1831386,1832276,Yes,High,5000000
3893,13,5,4,FinTech,Pune,883378,499588,No,Low,500000
3894,2,3,10,AI,Kolkata,328045,1455545,Yes,High,5000000
3895,4,7,9,FinTech,Pune,1380062,94176,No,Low,500000
3896,17,14,8,EdTech,Mumbai,1211704,1932218,Yes,High,5000000
3897,17,15,9,CleanTech,Bangalore,588972,2330430,Yes,High,5000000
3898,18,4,5,AI,Pune,800421,679013,No,Low,500000
3899,11,15,1,AI,Mumbai,62651,1241855,Yes,High,5000000
3900,13,9,8,CleanTech,Kolkata,1602268,1934670,Yes,High,5000000
3901,2,3,1,EdTech,Delhi,645756,1684523,Yes,High,5000000
3902,14,5,6,CleanTech,Kolkata,499875,754606,Yes,High,5000000
3903,15,9,5,CleanTech,Hyderabad,1441065,1883428,Yes,High,5000000
3904,3,13,2,CleanTech,Chennai,397494,1145341,Yes,High,5000000
3905,5,9,2,AI,Pune,815869,1778820,Yes,High,5000000
3906,2,8,1,HealthTech,Hyderabad,1671762,1032525,No,Low,500000
3907,2,1,10,HealthTech,Pune,732539,420564,No,Low,500000
3908,6,13,8,FinTech,Mumbai,1243128,2019371,Yes,High,5000000
3909,16,10,6,AI,Delhi,309287,793455,Yes,High,5000000
3910,12,8,6,E-Commerce,Hyderabad,1476156,1928439,Yes,High,5000000
3911,5,9,3,AgriTech,Bangalore,385669,917018,Yes,High,5000000
3912,14,8,4,FinTech,Delhi,656244,483364,No,Low,500000
3913,12,5,4,AI,Chennai,1333594,1467836,Yes,High,5000000
3914,7,12,9,CleanTech,Kolkata,487153,617102,Yes,High,5000000
3915,9,8,9,EdTech,Bangalore,1792628,356324,No,Low,500000
3916,14,5,6,AI,Chennai,1366776,540068,No,Low,500000
3917,4,9,7,CleanTech,Chennai,1353913,792480,No,Low,500000
3918,7,6,5,FinTech,Delhi,901355,1241391,Yes,High,5000000
3919,16,5,6,HealthTech,Hyderabad,1150641,1089974,No,Low,500000
3920,17,7,2,HealthTech,Chennai,408450,391971,No,Low,500000
3921,2,7,8,AI,Chennai,1782760,1649758,No,Low,500000
3922,5,6,7,CleanTech,Bangalore,1417874,235580,No,Low,500000
3923,5,9,4,EdTech,Chennai,1836500,1371504,No,Low,500000
3924,15,1,4,AgriTech,Kolkata,1897265,2319787,Yes,High,5000000
3925,20,7,5,AgriTech,Chennai,962641,1270532,Yes,High,5000000
3926,6,3,2,AgriTech,Delhi,1494501,2112437,Yes,High,5000000
3927,7,14,9,CleanTech,Pune,560792,1084823,Yes,High,5000000
3928,20,1,1,AgriTech,Delhi,248682,2055153,Yes,High,5000000
3929,16,9,4,CleanTech,Bangalore,1822532,1940704,Yes,High,5000000
3930,10,14,1,HealthTech,Delhi,238999,870333,Yes,High,5000000
3931,10,0,3,AI,Delhi,1794318,2114770,Yes,High,5000000
3932,12,14,7,FinTech,Chennai,1570613,264875,No,Low,500000
3933,11,8,1,CleanTech,Hyderabad,375529,1364997,Yes,High,5000000
3934,9,14,2,E-Commerce,Hyderabad,328503,1132051,Yes,High,5000000
3935,15,1,7,AgriTech,Chennai,1060023,2144328,Yes,High,5000000
3936,20,3,3,E-Commerce,Bangalore,860858,861989,Yes,High,5000000
3937,5,12,3,FinTech,Pune,338597,735160,Yes,High,5000000
3938,14,15,9,CleanTech,Bangalore,565050,1123192,Yes,High,5000000
3939,16,0,6,HealthTech,Hyderabad,1770609,550134,No,Low,500000
3940,2,6,9,FinTech,Chennai,1743086,2144985,Yes,High,5000000
3941,6,1,9,HealthTech,Chennai,148413,899939,Yes,High,5000000
3942,3,10,3,HealthTech,Chennai,86732,118252,Yes,High,5000000
3943,11,5,10,AgriTech,Hyderabad,1928874,309336,No,Low,500000
3944,20,3,6,HealthTech,Bangalore,417651,1371085,Yes,High,5000000
3945,2,6,4,E-Commerce,Delhi,262538,2251245,Yes,High,5000000
3946,6,1,5,EdTech,Kolkata,157174,181331,Yes,High,5000000
3947,8,13,8,AI,Chennai,385668,1749818,Yes,High,5000000
3948,6,2,5,HealthTech,Delhi,257361,2244963,Yes,High,5000000
3949,14,6,7,AI,Hyderabad,1460656,199375,No,Low,500000
3950,18,4,9,FinTech,Pune,787598,1295268,Yes,High,5000000
3951,17,6,2,EdTech,Mumbai,1348796,1493940,Yes,High,5000000
3952,10,1,7,E-Commerce,Bangalore,303245,906537,Yes,High,5000000
3953,15,13,2,EdTech,Chennai,368480,2227089,Yes,High,5000000
3954,17,15,9,CleanTech,Bangalore,1499493,2009867,Yes,High,5000000
3955,6,1,5,AI,Chennai,1250555,1316102,Yes,High,5000000
3956,16,12,7,FinTech,Kolkata,1561237,762735,No,Low,500000
3957,17,15,3,E-Commerce,Pune,205224,1195334,Yes,High,5000000
3958,5,15,5,CleanTech,Bangalore,888571,858384,No,Low,500000
3959,16,8,5,HealthTech,Hyderabad,974822,1129594,Yes,High,5000000
3960,20,6,9,EdTech,Kolkata,1103600,442740,No,Low,500000
3961,9,13,1,CleanTech,Delhi,1957927,1520758,No,Low,500000
3962,14,12,4,AgriTech,Bangalore,1102721,503852,No,Low,500000
3963,2,5,1,FinTech,Pune,1294799,1542197,Yes,High,5000000
3964,2,8,10,AI,Pune,1671915,365052,No,Low,500000
3965,6,15,8,HealthTech,Mumbai,1003363,2011602,Yes,High,5000000
3966,13,8,6,E-Commerce,Delhi,762840,346947,No,Low,500000
3967,15,9,6,CleanTech,Mumbai,420336,1729890,Yes,High,5000000
3968,13,7,2,FinTech,Hyderabad,420175,2240969,Yes,High,5000000
3969,6,9,6,AgriTech,Pune,1331529,385699,No,Low,500000
3970,14,9,2,FinTech,Delhi,1974443,1177977,No,Low,500000
3971,18,10,4,HealthTech,Bangalore,816319,207679,No,Low,500000
3972,6,0,3,CleanTech,Hyderabad,144629,1546958,Yes,High,5000000
3973,7,1,4,HealthTech,Pune,576339,329675,No,Low,500000
3974,16,10,3,FinTech,Chennai,1152269,1083513,No,Low,500000
3975,17,1,3,CleanTech,Mumbai,184771,1978455,Yes,High,5000000
3976,10,12,8,AI,Delhi,1134083,2270613,Yes,High,5000000
3977,12,13,3,FinTech,Chennai,1370442,1969016,Yes,High,5000000
3978,4,0,1,EdTech,Mumbai,160359,1133725,Yes,High,5000000
3979,6,5,3,E-Commerce,Bangalore,1984511,1244520,No,Low,500000
3980,3,2,9,HealthTech,Delhi,145521,159170,Yes,High,5000000
3981,20,14,9,AgriTech,Pune,894443,1554387,Yes,High,5000000
3982,16,0,5,CleanTech,Mumbai,1739383,708163,No,Low,500000
3983,10,10,5,FinTech,Chennai,257340,1055706,Yes,High,5000000
3984,19,0,6,FinTech,Mumbai,390379,1707526,Yes,High,5000000
3985,16,11,7,AgriTech,Mumbai,1508794,1386301,No,Low,500000
3986,8,10,1,CleanTech,Bangalore,785641,341973,No,Low,500000
3987,11,12,5,CleanTech,Hyderabad,414291,2452820,Yes,High,5000000
3988,2,0,2,EdTech,Bangalore,810178,1815324,Yes,High,5000000
3989,17,11,1,HealthTech,Bangalore,1391897,1383076,No,Low,500000
3990,4,1,6,EdTech,Kolkata,409776,360344,No,Low,500000
3991,20,8,4,CleanTech,Chennai,1935181,307969,No,Low,500000
3992,16,7,7,HealthTech,Chennai,1290362,2026592,Yes,High,5000000
3993,14,13,9,EdTech,Bangalore,1624991,876005,No,Low,500000
3994,7,4,8,AgriTech,Chennai,1791797,1051112,No,Low,500000
3995,10,11,4,AgriTech,Delhi,1955695,1586140,No,Low,500000
3996,13,2,6,CleanTech,Delhi,1397682,2231382,Yes,High,5000000
3997,4,4,4,AgriTech,Mumbai,444609,351664,No,Low,500000
3998,17,7,3,AgriTech,Delhi,1990858,168047,No,Low,500000
3999,16,4,9,FinTech,Pune,1499669,1799403,Yes,High,5000000
4000,14,2,3,AI,Bangalore,1789116,1077557,No,Low,500000
4001,4,14,9,AgriTech,Bangalore,1889018,770394,No,Low,500000
4002,19,14,10,CleanTech,Mumbai,647656,1344436,Yes,High,5000000
4003,13,2,8,AI,Mumbai,301272,326230,Yes,High,5000000
4004,5,8,10,HealthTech,Mumbai,1951443,220347,No,Low,500000
4005,11,7,5,HealthTech,Kolkata,801943,603440,No,Low,500000
4006,18,15,7,E-Commerce,Chennai,789381,1853879,Yes,High,5000000
4007,16,10,1,EdTech,Mumbai,1446892,2257324,Yes,High,5000000
4008,18,12,3,AI,Chennai,1978891,2127680,Yes,High,5000000
4009,7,0,4,AgriTech,Chennai,519528,81446,No,Low,500000
4010,13,6,5,FinTech,Delhi,532523,1291005,Yes,High,5000000
4011,8,7,7,EdTech,Kolkata,1416933,2047711,Yes,High,5000000
4012,12,4,3,E-Commerce,Delhi,1313977,927603,No,Low,500000
4013,19,5,1,CleanTech,Mumbai,1844996,370860,No,Low,500000
4014,15,12,10,FinTech,Chennai,1595656,2298684,Yes,High,5000000
4015,20,8,1,CleanTech,Hyderabad,1550229,1516210,No,Low,500000
4016,18,9,2,AgriTech,Hyderabad,1170952,1698264,Yes,High,5000000
4017,18,6,4,FinTech,Chennai,195698,1392383,Yes,High,5000000
4018,6,0,1,E-Commerce,Bangalore,1399551,539426,No,Low,500000
4019,14,5,9,HealthTech,Delhi,724908,1085891,Yes,High,5000000
4020,15,10,2,AI,Hyderabad,512057,1376536,Yes,High,5000000
4021,2,9,1,HealthTech,Bangalore,1352593,845626,No,Low,500000
4022,14,5,5,AgriTech,Mumbai,1269692,1442222,Yes,High,5000000
4023,8,3,4,AgriTech,Chennai,589177,1420208,Yes,High,5000000
4024,17,5,8,E-Commerce,Mumbai,300285,355182,Yes,High,5000000
4025,6,11,10,FinTech,Chennai,1159995,2450081,Yes,High,5000000
4026,7,3,10,FinTech,Kolkata,796130,233986,No,Low,500000
4027,20,14,9,AI,Pune,152255,1501423,Yes,High,5000000
4028,7,4,3,FinTech,Delhi,1161114,1408358,Yes,High,5000000
4029,13,9,8,E-Commerce,Delhi,1254360,1581660,Yes,High,5000000
4030,8,4,9,AgriTech,Bangalore,1300739,596011,No,Low,500000
4031,7,5,2,HealthTech,Kolkata,100703,339576,Yes,High,5000000
4032,8,14,1,FinTech,Chennai,1951934,129137,No,Low,500000
4033,2,6,4,AgriTech,Kolkata,1867802,1490309,No,Low,500000
4034,13,10,8,CleanTech,Chennai,944201,42380,No,Low,500000
4035,11,2,10,EdTech,Delhi,1758567,1165744,No,Low,500000
4036,2,1,8,HealthTech,Kolkata,319941,219973,No,Low,500000
4037,15,3,4,AgriTech,Delhi,57451,1509144,Yes,High,5000000
4038,12,10,8,AgriTech,Bangalore,1750896,1214644,No,Low,500000
4039,6,9,9,AgriTech,Mumbai,1080031,1466901,Yes,High,5000000
4040,19,4,9,CleanTech,Chennai,1351430,188346,No,Low,500000
4041,17,2,6,AI,Delhi,792472,508069,No,Low,500000
4042,5,15,6,E-Commerce,Delhi,750636,1559805,Yes,High,5000000
4043,4,12,9,E-Commerce,Kolkata,1267016,1328025,Yes,High,5000000
4044,10,15,7,CleanTech,Kolkata,1816753,388962,No,Low,500000
4045,15,9,3,EdTech,Chennai,1363804,1416550,Yes,High,5000000
4046,12,7,2,AgriTech,Kolkata,1617335,1780797,Yes,High,5000000
4047,6,11,4,AgriTech,Mumbai,962776,2368406,Yes,High,5000000
4048,12,4,1,HealthTech,Delhi,1810277,2414267,Yes,High,5000000
4049,13,1,9,EdTech,Bangalore,1104079,729301,No,Low,500000
4050,10,11,7,AgriTech,Chennai,888641,2359545,Yes,High,5000000
4051,3,13,7,CleanTech,Delhi,367907,2228705,Yes,High,5000000
4052,20,14,5,AgriTech,Mumbai,260483,1336529,Yes,High,5000000
4053,19,11,6,E-Commerce,Pune,265387,464621,Yes,High,5000000
4054,19,12,4,AgriTech,Bangalore,1157673,1523813,Yes,High,5000000
4055,19,1,10,E-Commerce,Mumbai,843981,1023840,Yes,High,5000000
4056,9,7,5,AgriTech,Delhi,1247193,2062626,Yes,High,5000000
4057,18,12,1,HealthTech,Delhi,178059,2446001,Yes,High,5000000
4058,4,0,6,FinTech,Mumbai,201078,1459057,Yes,High,5000000
4059,11,11,5,AgriTech,Hyderabad,421960,1631606,Yes,High,5000000
4060,4,7,10,AgriTech,Hyderabad,1409574,2483891,Yes,High,5000000
4061,19,6,7,AgriTech,Bangalore,933406,2430546,Yes,High,5000000
4062,9,3,4,FinTech,Delhi,1169161,1959285,Yes,High,5000000
4063,12,9,3,AgriTech,Mumbai,872212,1371097,Yes,High,5000000
4064,11,14,3,E-Commerce,Chennai,330039,1442320,Yes,High,5000000
4065,3,4,2,HealthTech,Mumbai,584488,391030,No,Low,500000
4066,2,6,5,HealthTech,Pune,261300,384303,Yes,High,5000000
4067,8,5,3,HealthTech,Chennai,873978,2344974,Yes,High,5000000
4068,20,8,10,E-Commerce,Delhi,1819610,1406826,No,Low,500000
4069,7,6,10,E-Commerce,Delhi,710527,2480068,Yes,High,5000000
4070,5,1,7,E-Commerce,Kolkata,1284741,2230915,Yes,High,5000000
4071,10,0,7,E-Commerce,Delhi,93181,1509765,Yes,High,5000000
4072,17,8,5,AgriTech,Bangalore,872497,277292,No,Low,500000
4073,12,5,7,HealthTech,Kolkata,1347176,543237,No,Low,500000
4074,5,5,6,E-Commerce,Kolkata,1887498,1590605,No,Low,500000
4075,15,2,5,HealthTech,Bangalore,1166240,1288536,Yes,High,5000000
4076,6,14,10,CleanTech,Mumbai,1490607,1166670,No,Low,500000
4077,16,2,6,E-Commerce,Hyderabad,491060,627191,Yes,High,5000000
4078,2,1,9,E-Commerce,Chennai,1748849,690042,No,Low,500000
4079,14,14,10,AgriTech,Delhi,1290963,2186007,Yes,High,5000000
4080,3,1,5,EdTech,Mumbai,1059123,1229757,Yes,High,5000000
4081,19,1,7,CleanTech,Hyderabad,1688341,1403679,No,Low,500000
4082,4,14,6,FinTech,Hyderabad,1173452,1574757,Yes,High,5000000
4083,6,14,3,HealthTech,Kolkata,1367305,782959,No,Low,500000
4084,9,3,1,AI,Mumbai,491245,2317380,Yes,High,5000000
4085,3,2,3,HealthTech,Mumbai,866547,2276180,Yes,High,5000000
4086,11,3,5,AI,Pune,1475294,596508,No,Low,500000
4087,14,7,7,AI,Mumbai,493016,1145017,Yes,High,5000000
4088,18,15,5,HealthTech,Pune,1832351,661478,No,Low,500000
4089,10,3,1,AI,Mumbai,962890,239427,No,Low,500000
4090,14,11,5,AI,Delhi,1310159,2300875,Yes,High,5000000
4091,4,7,4,E-Commerce,Chennai,683052,2085858,Yes,High,5000000
4092,11,9,3,EdTech,Kolkata,1307123,2409767,Yes,High,5000000
4093,11,7,3,AgriTech,Pune,1494655,290895,No,Low,500000
4094,9,5,9,EdTech,Chennai,1087126,1720010,Yes,High,5000000
